time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume
1751407200,22696.5,22858.75,22584.75,22853.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006562
1751493600,22846.75,23101.25,22827,23059,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1751580000,22968.5,23027.25,22780.25,22838,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538854
1751925600,22840.25,22972,22809.5,22903.5,1,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091436
1752012000,22909,23111.25,22843.25,23043.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124401
1752098400,23043.25,23089.75,22901,23009.75,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1043294
1752184800,23010.75,23048.75,22830.75,22937.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201512
1752444000,22864.5,23067.75,22802.25,23036.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016215
1752530400,23036.5,23222.75,22996.25,23018,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359771
1752616800,23018.75,23100,22835.75,23063,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385121
1752703200,23069.25,23281,23017,23265.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034301
1752789600,23260,23320.5,23170,23228.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037669
1753048800,23240,23425,23204.5,23346.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,950184
1753135200,23338,23367.75,23105,23198.5,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1222714
1753221600,23190,23416.5,23142.5,23410.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246579
1753308000,23401,23425,23298.5,23395,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032714
1753394400,23391.25,23477,23330.25,23447.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901587
1753653600,23516,23585,23437,23509,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947135
