time,open,high,low,close,EMA Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1785298020,27693.75,27696,27684.25,27693.25,-1,0,0,0,0,817,1252.3
1785298080,27693.5,27704.25,27687,27697.75,-1,0,0,0,0,1189,1250.2
1785298140,27698.5,27714.75,27696.75,27713.5,-1,0,0,0,1,1200,1264.4
1785298200,27713,27714.5,27693.75,27696.75,-1,0,0,0,0,1324,1278.6
1785298260,27695.5,27696.75,27677,27687.5,-1,0,0,0,0,1579,1202.65
1785298320,27688.25,27707,27682.75,27702.25,-1,0,0,0,0,1486,1168.55
1785298380,27701,27709.25,27685.75,27692.5,-1,0,0,0,0,1194,1185.7
1785298440,27691.5,27693.25,27682.5,27693,-1,0,0,0,0,1038,1184.35
1785298500,27692.25,27695.5,27670.25,27674.25,-1,0,0,0,0,1530,1186.55
1785298560,27674.25,27675.5,27658.5,27667.75,-1,0,0,0,0,1896,1231.95
1785298620,27667.25,27669,27653.5,27655.25,-1,0,0,0,0,1374,1263.15
1785298680,27655.5,27663,27652,27655,-1,0,0,0,0,1205,1291.95
1785298740,27655.75,27676.5,27647.75,27675.25,-1,0,0,0,0,2083,1370.2
1785298800,27675.5,27683.75,27655,27660.75,-1,0,0,0,0,1870,1324.05
1785298860,27661.5,27667.75,27653.5,27664,-1,0,0,0,0,938,1317.7
1785298920,27664,27699.5,27664,27694.5,-1,0,0,0,0,2412,1363.5
1785298980,27694.5,27699.5,27684.5,27694.5,-1,0,0,0,0,1304,1362.6
1785299040,27695.25,27705,27687,27700.25,-1,0,0,0,0,1488,1392
1785299100,27699.75,27704.5,27689.5,27690.5,-1,0,0,0,0,1089,1400.65
1785299160,27690.75,27706,27689.5,27698.75,-1,0,0,0,0,1272,1414.4
1785299220,27699,27714,27693.5,27700.5,-1,0,0,0,0,1394,1443.25
1785299280,27700,27705,27682,27683.5,-1,0,0,0,0,1252,1446.4
1785299340,27682.75,27686.5,27670.25,27684.25,-1,0,0,0,0,1355,1454.15
1785299400,27683.5,27696.75,27674,27692.25,-1,0,1,0,0,939,1434.9
1785299460,27691.5,27694.75,27674.75,27680.75,-1,0,0,0,0,857,1398.8
1785299520,27680.5,27683.5,27670.25,27678.75,-1,0,0,0,0,730,1361
1785299580,27678,27687,27672.25,27676.5,-1,0,0,0,0,740,1338.3
1785299640,27675,27680.25,27661.25,27677.25,-1,0,0,0,0,1608,1366.8
1785299700,27677.25,27698,27676.5,27695.25,-1,0,0,0,0,1078,1344.2
1785299760,27694.75,27712.5,27687.25,27707,-1,0,0,0,1,1365,1317.65
1785299820,27706.5,27717.5,27701.75,27716.25,-1,0,0,0,0,1132,1305.55
1785299880,27715.5,27720,27706,27709.25,-1,0,0,0,0,1621,1326.35
1785299940,27709.25,27710.75,27690.25,27696.25,-1,0,0,0,0,1144,1279.4
1785300000,27697,27697.25,27667.75,27687.75,-1,0,0,0,0,2062,1289
1785300060,27688,27693.25,27668.75,27674,-1,0,0,0,0,1271,1305.65
1785300120,27672,27677,27658.75,27659,-1,0,0,0,0,1101,1240.1
1785300180,27659.5,27667.5,27654.25,27663.25,-1,0,0,0,0,1025,1226.15
1785300240,27663.25,27665,27647,27650,-1,0,0,0,0,1305,1217
1785300300,27651.5,27665,27640.5,27663.75,-1,0,0,0,0,2017,1263.4
1785300360,27663,27681.75,27661.75,27675,-1,0,1,0,0,1564,1278
1785300420,27675.25,27680.25,27662,27666.5,-1,0,0,0,0,1434,1280
1785300480,27665.75,27673,27658,27666.25,-1,0,0,0,0,1036,1269.2
1785300540,27665.25,27668.75,27654.25,27665.25,-1,0,0,0,0,859,1244.4
1785300600,27664,27698.75,27664,27685.5,-1,0,0,0,0,1701,1282.5
1785300660,27686.5,27699.5,27686,27696,-1,0,0,0,1,349,1257.1
